ID,Arrival Time,Screening Start,Exit Time,Wait Time,PreCheck,Secondary Screening
68,454.93210257679567,564,576.3391784430423,109.06789742320433,True,False
69,464.76395555298166,572,594.4003708245057,107.23604444701834,False,True
70,477.04231217426263,577,600.3661718378826,99.95768782573737,False,False
71,477.43408589265397,595,610.7148282757123,117.56591410734603,False,False
72,524.3124027387795,601,610.9499704325008,76.6875972612205,True,False
73,549.1404531627179,611,625.0947844463473,61.859546837282096,False,False
74,592.4510273726886,612,635.477857933299,19.5489726273114,False,False
76,593.7246765208994,626,640.4519711855523,32.27532347910062,True,False
75,593.5280169943175,636,657.0088228199364,42.471983005682546,False,False
77,604.0445408351915,641,660.5575866700627,36.95545916480853,False,False
79,617.7890693873118,661,675.6366567701574,43.21093061268823,False,False
78,608.1419726092698,658,690.2476615249939,49.85802739073017,False,True
80,631.5572653363763,676,698.0327201531638,44.442734663623696,False,False
82,649.2978873335708,699,712.4134331452501,49.70211266642923,True,False
81,635.8259981437926,691,713.2029679765759,55.17400185620738,False,False
83,662.283736047276,713,729.0833454381511,50.716263952724034,False,False
84,672.2843615279191,714,735.53385855845,41.715638472080855,False,False
85,672.7531023010062,730,744.4758468724182,57.24689769899385,False,False
86,690.8543256219739,736,758.3239863873548,45.145674378026115,False,False
87,713.6042142424902,745,762.8332931163131,31.39578575750977,False,False
88,736.7532809922602,759,771.3917324123648,22.246719007739785,False,False
89,741.7103796646078,763,781.9974769627921,21.289620335392215,False,False
90,746.6597989214025,772,794.5456384716488,25.340201078597488,False,False
91,762.9358802111728,782,796.6418210006332,19.064119788827156,False,False
92,768.4276518711525,795,806.2282609898863,26.572348128847466,True,False
93,768.9192940601417,797,807.8606214249718,28.080705939858262,True,False
94,782.9246963834647,807,820.0056298975197,24.07530361653528,False,False
95,787.4999263290667,808,830.4193551137956,20.50007367093326,False,False
96,789.047964052526,821,843.5803785255333,31.952035947473973,False,False
97,790.407431243001,831,850.0237364336631,40.59256875699896,False,False
98,803.4375335320843,844,852.5600448866096,40.56246646791567,True,False
100,806.8606072970958,853,865.4182001415159,46.13939270290416,True,False
99,803.8675707005716,851,870.0925275748559,47.132429299428395,False,False
101,811.0239097456621,866,881.861754140653,54.97609025433792,False,False
102,813.4119007578945,871,884.4621501549929,57.5880992421055,False,False
103,819.9486510191067,882,892.4058869596292,62.051348980893295,False,False
104,824.9343372064885,885,895.6960804381362,60.06566279351148,True,False
106,831.0242961394897,896,905.8373331368372,64.9757038605103,True,False
107,835.8457734983937,906,926.7728568799764,70.15422650160633,False,False
105,830.3070392393428,893,927.3707591104996,62.69296076065723,False,True
108,847.5284397397725,927,938.8196943306056,79.47156026022753,True,False
109,863.7225457448396,928,944.455110066811,64.27745425516036,False,False
110,873.4750956340756,939,957.8897465248156,65.52490436592439,False,False
111,879.7793583552996,945,965.2383314335259,65.22064164470044,False,False
112,884.0128198566598,958,979.221788566464,73.9871801433402,False,False
113,906.6551981050367,966,979.8132963661375,59.344801894963325,False,False
114,919.7159242355333,980,987.9907715532029,60.28407576446671,True,False
116,938.4943230282406,988,998.5237581536628,49.505676971759385,True,False
115,930.8537705962198,981,1003.1207133337259,50.14622940378024,False,False
117,943.6047891630648,999,1015.268365838537,55.395210836935235,False,False
118,959.494073139323,1004,1018.0726099672983,44.50592686067705,False,False
119,964.0548669203346,1016,1039.330496680697,51.945133079665425,False,False
120,964.8465677464878,1019,1039.7917085801066,54.153432253512165,False,False
122,996.7116852205944,1041,1057.4955797897994,44.288314779405596,False,False
121,982.8919372807813,1040,1060.515099625129,57.10806271921865,False,False
123,1004.8303194090674,1058,1078.7895970263676,53.16968059093256,False,False
124,1005.7979832314037,1061,1080.5432554940494,55.20201676859631,False,False
125,1006.0458448436832,1079,1098.1512952106464,72.9541551563168,False,False
126,1006.3505240428149,1081,1101.8866828515736,74.64947595718513,False,False
127,1009.1620197958556,1099,1115.3028948887913,89.8379802041444,False,False
128,1011.2819927323384,1102,1120.1364968965418,90.71800726766162,False,False
130,1016.0002657287746,1121,1127.9858375961112,104.9997342712254,True,False
129,1015.1331063269001,1116,1131.6623565870032,100.86689367309987,False,False
131,1028.6023753698505,1128,1152.3355104013885,99.3976246301495,False,False
132,1034.376930053165,1132,1154.2897005510597,97.6230699468349,False,False
133,1038.112831830027,1153,1166.6985145301537,114.88716816997294,False,False
134,1043.7010841961705,1155,1169.1093828296462,111.29891580382946,True,False
135,1047.9803232905092,1167,1188.6017299213488,119.0196767094908,False,False
136,1058.4218753543496,1170,1190.4041643763255,111.5781246456504,False,False
137,1063.6485929136827,1189,1202.668321149877,125.3514070863173,True,False
138,1066.4215707235533,1191,1204.7800796774168,124.57842927644674,False,False
140,1069.0338872897632,1205,1215.6575945697405,135.96611271023676,False,False
139,1066.91556057574,1203,1221.54463455809,136.08443942425993,False,False
141,1069.392698996342,1216,1228.769543270511,146.607301003658,False,False
142,1074.5516982070599,1222,1233.012462685687,147.44830179294013,False,False
143,1080.9796414197795,1229,1239.8315276209999,148.02035858022055,False,False
144,1082.472250355552,1234,1252.3570704391664,151.52774964444802,True,True
145,1084.4577867511744,1240,1258.0393542743868,155.54221324882565,False,False
146,1086.3331909993742,1253,1266.3584265405402,166.6668090006258,False,False
147,1088.7824637696715,1259,1273.3230794086282,170.2175362303285,False,False
149,1100.570243369454,1274,1284.069543161523,173.42975663054608,False,False
150,1115.6168913752774,1285,1295.2943971353984,169.38310862472258,True,False
148,1096.593858889816,1267,1295.5304498608396,170.40614111018408,False,True
151,1117.3811344210542,1296,1309.4117331741895,178.61886557894582,True,False
152,1126.2231021847433,1297,1319.5131448650684,170.7768978152567,False,False
153,1128.414491204304,1310,1329.1264922344444,181.5855087956959,False,False
154,1128.8739455571094,1320,1344.0312611549923,191.12605444289056,False,True
155,1135.0182015648102,1330,1349.450589630649,194.98179843518983,False,False
157,1155.3286063395153,1350,1360.2063394570741,194.67139366048468,False,False
156,1150.9453697153513,1345,1361.5717202165997,194.05463028464874,False,False
158,1160.8385324290205,1361,1369.0297415109364,200.16146757097954,True,False
159,1163.1989970581274,1362,1379.2030272118625,198.80100294187264,False,False
160,1167.15379337839,1370,1390.4946500795031,202.84620662161,False,False
161,1168.8939259742074,1380,1400.3297313967398,211.10607402579262,False,False
162,1172.403394494437,1391,1414.087899398129,218.59660550556305,False,False
163,1179.1756371399767,1401,1417.782538528374,221.82436286002326,False,False
165,1204.855161046505,1418,1432.1041560083593,213.14483895349508,False,False
164,1197.8231934474545,1415,1439.1839217441243,217.1768065525455,False,False
166,1213.8168359621895,1433,1456.521897123044,219.18316403781046,False,False
167,1232.8612241361964,1440,1459.1729428521821,207.13877586380363,False,False
168,1234.1938546878646,1457,1471.4241157509755,222.8061453121354,False,False
170,1239.4268023914383,1472,1483.981215214599,232.5731976085617,False,False
169,1237.485824273744,1460,1484.9185579144175,222.5141757262561,False,False
171,1243.8939542663256,1484,1489.1586526741773,240.10604573367436,True,False
172,1244.8892277710886,1485,1505.5917960861884,240.1107722289114,False,False
173,1245.4985646536709,1490,1508.765633431991,244.50143534632912,False,False
174,1246.284594922169,1506,1530.2332301087383,259.71540507783106,False,False
175,1248.8363814218192,1509,1530.8865643210966,260.16361857818083,False,False
176,1257.6114694994703,1531,1538.266016373474,273.38853050052967,True,False
177,1264.9017821676364,1532,1543.3280318507775,267.0982178323636,False,False
178,1265.2469362522027,1539,1551.3836961768548,273.75306374779734,False,False
179,1265.2481946906257,1544,1554.3480634279697,278.7518053093743,False,False
181,1283.8320388235331,1555,1564.8447855906322,271.16796117646686,True,False
180,1273.5591778073103,1552,1577.2161285265165,278.44082219268967,True,True
182,1294.6819868558212,1565,1582.9376004230717,270.31801314417885,False,False
184,1312.0200686565827,1583,1593.2306301103324,270.9799313434173,True,False
183,1303.212726756144,1578,1600.20913104374,274.7872732438559,False,False
185,1315.760043933166,1594,1618.962289223559,278.2399560668341,False,False
186,1327.0366302691866,1601,1619.8830183702978,273.9633697308134,False,False
187,1329.1109411071548,1619,1625.984967561355,289.88905889284524,True,False
188,1330.6882329835043,1620,1635.1922585633463,289.31176701649565,False,False
189,1337.700556092257,1626,1637.7165343750003,288.2994439077429,True,False
191,1353.148086164811,1638,1649.201649073813,284.85191383518895,False,False
190,1338.5829269201067,1636,1652.6304158830512,297.41707307989327,False,False
192,1355.4950664520597,1650,1665.3176521063826,294.50493354794025,False,False
193,1364.132594617816,1653,1674.233861098679,288.86740538218396,False,False
195,1378.4249796953911,1675,1698.7296626513967,296.57502030460887,False,False
194,1366.8579873000397,1666,1699.1877745033787,299.14201269996033,False,True
197,1388.6699069178471,1700,1706.4414199827706,311.33009308215287,True,False
196,1387.0341598747777,1699,1712.7821292555304,311.96584012522226,False,False
198,1391.3205134251978,1707,1717.2879161951605,315.67948657480224,False,False
199,1393.001110878089,1713,1729.4492531884473,319.9988891219109,False,False
200,1400.3435669331093,1718,1735.7374925751633,317.6564330668907,False,False
201,1402.3639064600104,1730,1741.652978992307,327.6360935399896,True,False
202,1414.9985019425947,1736,1753.359414495212,321.00149805740534,False,False
203,1420.8137927384657,1742,1763.3547189303272,321.18620726153426,False,False
204,1421.2022932572788,1754,1768.4455482787168,332.7977067427212,True,False
205,1444.7819759248723,1764,1781.197108267468,319.2180240751277,False,False
206,1453.3212857501599,1769,1786.1012246873922,315.67871424984014,False,False
207,1454.5571779037948,1782,1793.5367241068548,327.4428220962052,True,False
208,1457.3451546815936,1787,1801.3724961856951,329.6548453184064,False,False
209,1459.7563452889276,1794,1808.9902055195878,334.2436547110724,True,False
210,1461.4099433876663,1802,1814.8589660679943,340.5900566123337,True,False
211,1483.8860805907514,1809,1815.5024403503048,325.11391940924864,True,False
212,1492.0117812916142,1815,1824.7647543322469,322.98821870838583,True,False
213,1493.881492568051,1816,1825.4087857611241,322.11850743194896,True,False
215,1503.8751998508096,1826,1831.7829466821033,322.1248001491904,True,False
214,1498.7703207487514,1825,1841.2946145779508,326.2296792512486,False,False
216,1504.56643446191,1832,1845.317459695567,327.4335655380901,False,False
217,1504.7579385008098,1842,1853.0108728355808,337.2420614991902,False,False
218,1512.5155645281077,1846,1859.0169235253827,333.4844354718923,False,False
219,1517.36304874281,1854,1866.6229343467267,336.63695125719005,True,False
220,1530.3984370741148,1860,1876.5606798390143,329.6015629258852,False,False
221,1534.6936233654226,1867,1880.2789885153609,332.3063766345774,False,False
222,1566.6813353912928,1877,1883.9434458650187,310.3186646087072,True,False
223,1571.617065122905,1881,1891.8905432039,309.38293487709507,False,False
225,1574.3875030190688,1892,1897.2543951929376,317.61249698093116,True,False
224,1573.183707005852,1884,1908.4899918950991,310.81629299414794,False,False
226,1576.1572841925479,1898,1912.3997706544292,321.8427158074521,False,False
227,1600.4451129924348,1909,1925.6036575848636,308.5548870075652,False,False
228,1600.8622514673293,1913,1932.1696749921996,312.1377485326707,False,False
229,1601.7932060617288,1926,1944.2397052194801,324.2067939382712,False,False
232,1612.2350580175103,1945,1950.5703517676607,332.76494198248974,True,False
230,1611.4184426705774,1933,1955.1301987187035,321.5815573294226,False,False
231,1611.7934476986795,1951,1965.635972345939,339.20655230132047,False,False
234,1622.2675308513276,1966,1975.401582621305,343.7324691486724,True,False
233,1613.7829548463537,1956,1980.1310674128795,342.21704515364627,False,False
235,1622.873589339156,1976,1991.8312417091092,353.12641066084393,False,False
236,1625.8636817463962,1981,1991.972729015018,355.1363182536038,False,False
238,1630.0282863266502,1993,2021.4220561199443,362.97171367334977,False,True
237,1627.5534747164745,1992,2027.2893998405323,364.4465252835255,False,True
239,1633.7917068785544,2022,2038.8763947217808,388.20829312144565,False,False
241,1658.2332058358486,2039,2045.7890530877241,380.7667941641514,True,False
240,1635.8569032241473,2028,2048.428990378474,392.14309677585265,False,False
242,1661.0545243722468,2046,2052.756845434107,384.94547562775324,True,False
244,1676.3088248068982,2053,2059.677938237815,376.6911751931018,True,False
243,1666.456392557595,2049,2073.846397925146,382.5436074424049,False,False
245,1676.621030535914,2060,2079.177709625222,383.3789694640859,False,False
246,1683.906461011103,2074,2089.904066019452,390.0935389888971,False,False
247,1684.731240794625,2080,2090.5762485917494,395.2687592053751,False,False
249,1693.9470894650424,2091,2105.8822567336724,397.0529105349576,True,False
248,1688.839699208121,2090,2109.6347123376877,401.1603007918791,False,False
250,1704.4363476243875,2106,2129.761099130824,401.5636523756125,False,False
251,1707.3175215968865,2110,2131.2430814047198,402.68247840311346,False,False
253,1721.6560026821926,2132,2141.6517279819036,410.3439973178074,True,False
252,1718.3084343626217,2130,2144.72232502906,411.6915656373783,False,False
256,1725.8129376559327,2145,2153.6538608772785,419.1870623440673,True,False
254,1722.638334122156,2142,2156.152648370971,419.36166587784396,True,False
255,1725.230483684839,2154,2172.0558807720363,428.7695163151609,False,False
257,1737.655180357413,2157,2180.8431157971945,419.344819642587,False,False
258,1741.3768907359338,2173,2186.393461624768,431.6231092640662,False,False
260,1756.2287509456771,2187,2199.0165506814865,430.7712490543229,False,False
259,1754.010956175496,2181,2199.1150762300613,426.98904382450405,True,True
261,1763.882793117624,2200,2211.0952960540394,436.11720688237597,True,False
262,1779.4702120990805,2201,2220.6517586845116,421.5297879009195,False,False
263,1787.9527062028312,2212,2225.76561742649,424.0472937971688,False,False
264,1788.5053173110948,2221,2227.2070550643753,432.4946826889052,True,False
265,1795.8394316988201,2226,2236.6439080811692,430.16056830117986,True,False
266,1798.0330849855443,2228,2240.5677192820704,429.9669150144557,False,False
267,1812.079937740365,2237,2253.697035824262,424.92006225963496,False,False
269,1828.8755180234086,2254,2259.7051157693254,425.12448197659137,True,False
268,1827.9012491409849,2241,2260.593532510802,413.0987508590151,False,False
270,1829.4210651916032,2260,2267.344897763066,430.57893480839675,True,False
271,1832.199742109911,2261,2279.1397540315584,428.8002578900889,False,False
272,1854.4833169694566,2268,2280.313138681869,413.5166830305434,True,False
273,1855.984768738034,2280,2289.2691033414794,424.01523126196594,True,False
274,1857.6734266154424,2281,2295.3070336112123,423.3265733845576,True,False
275,1862.3690986091233,2290,2299.9708576058833,427.6309013908767,True,False
276,1871.128552881292,2296,2318.0119806029843,424.8714471187079,False,False
277,1876.6240903704029,2300,2324.8976399281123,423.3759096295971,False,True
278,1883.1950046520947,2319,2327.0466213484938,435.80499534790533,True,False
279,1888.4854492177396,2325,2342.7070339729494,436.51455078226036,False,False
280,1890.522742769121,2328,2350.4714196136315,437.4772572308791,False,False
282,1900.9420717184462,2351,2361.029951346671,450.0579282815538,False,False
281,1898.0914603471954,2343,2367.4270712082175,444.9085396528046,False,False
283,1914.5335693465877,2362,2374.963431990574,447.4664306534123,False,False
284,1919.1481768643641,2368,2390.6097606866806,448.85182313563587,False,False
285,1935.0083885892348,2375,2396.7401434706985,439.99161141076524,False,False
286,1948.0691487790093,2391,2401.6488477708026,442.9308512209907,True,False
288,1958.6384393416056,2402,2410.759581056846,443.3615606583944,True,False
287,1953.6290212311435,2397,2424.4554813891505,443.3709787688565,False,True
289,1965.7405480829075,2411,2435.1560738877993,445.2594519170925,False,False
290,1970.7824633179682,2425,2438.7261334263226,454.2175366820318,False,False
292,1997.1208298890442,2439,2456.6514320310107,441.8791701109558,False,True
291,1989.7201014494462,2436,2457.182196220199,446.27989855055375,False,False
294,2007.4436903220849,2458,2473.643252725751,450.5563096779151,False,False
293,2002.94234830142,2457,2474.812227405621,454.05765169858,False,False
295,2010.3957608295773,2474,2492.2611393815764,463.6042391704227,False,False
296,2023.7785510014292,2475,2495.5751555794386,451.22144899857085,False,False
298,2041.723527844874,2493,2503.1181004256714,451.27647215512593,True,False
297,2041.4780339940862,2496,2512.3024983362584,454.5219660059138,False,False
299,2047.6700960999524,2504,2521.012540690752,456.3299039000476,False,False
300,2048.991897942637,2513,2528.2716264184955,464.008102057363,False,False
301,2054.9456806606363,2522,2532.8785235157616,467.0543193393637,False,False
302,2063.7496960249177,2529,2540.3732018834794,465.25030397508226,True,False
303,2083.887336204097,2533,2540.6729714182343,449.1126637959028,True,False
304,2087.817743033102,2541,2552.6860413927893,453.18225696689797,False,False
305,2092.084747625934,2542,2555.805782953805,449.91525237406586,True,False
306,2093.198248157582,2553,2564.7217884571023,459.80175184241807,True,False
307,2108.7589870973707,2556,2565.7992490169336,447.24101290262934,True,False
308,2118.5118663162734,2565,2579.5644966003533,446.4881336837266,True,False
309,2141.1167901413005,2566,2589.152725936871,424.8832098586995,False,False
310,2143.6203566544677,2580,2595.8635657282,436.37964334553226,False,False
311,2158.740149804005,2590,2608.64852605029,431.2598501959951,False,False
312,2167.9810702787167,2596,2613.971006148049,428.01892972128326,False,False
314,2183.127867613755,2614,2622.220092205881,430.8721323862451,True,False
313,2179.8114919758714,2609,2628.3811801463626,429.1885080241286,False,False
316,2197.1252071418307,2629,2647.4477507758693,431.87479285816926,True,True
315,2191.338821615595,2623,2647.7459552170135,431.66117838440505,False,False
318,2211.245784646374,2649,2664.6609744822536,437.754215353626,False,False
317,2211.0463295881336,2648,2676.302781932665,436.95367041186637,False,True
319,2214.888889253917,2665,2682.2531653475808,450.1111107460829,False,False
321,2233.513068644923,2683,2690.9738364211626,449.4869313550771,True,False
320,2232.005342824604,2677,2691.0551506160123,444.9946571753958,True,False
322,2238.0841646129365,2691,2704.947827647079,452.91583538706345,False,False
323,2252.7909798766987,2692,2706.9248568830353,439.20902012330134,False,False
324,2257.01138421521,2705,2715.894864926509,447.98861578479,False,False
325,2259.5280260816517,2707,2721.010866131554,447.47197391834834,True,False
326,2270.5648254828534,2716,2730.7159306718204,445.4351745171466,False,False
327,2299.0454275021816,2722,2741.7302554911407,422.9545724978184,False,False
329,2331.0766683568945,2742,2748.0023979261696,410.9233316431055,True,False
328,2317.176725589123,2731,2749.102272325862,413.8232744108768,False,False
330,2347.9406425873253,2749,2758.3978688958177,401.0593574126747,True,False
331,2348.305245933309,2750,2770.7235651621113,401.6947540666911,False,False
333,2364.5969798272886,2771,2777.719566308577,406.4030201727114,True,False
332,2349.0182667440286,2759,2778.8142594345572,409.98173325597145,False,False
334,2367.5107398995565,2778,2790.801934217246,410.4892601004435,False,False
335,2376.043420700421,2779,2802.628747697155,402.95657929957906,False,False
336,2389.3341052506826,2791,2804.1463348971292,401.66589474931743,False,False
338,2395.2883893830103,2805,2824.7453529962954,409.7116106169897,False,False
337,2394.5081959796003,2803,2826.6658313521984,408.49180402039974,False,False
339,2403.969790778459,2825,2836.4010182480483,421.0302092215411,False,False
340,2411.760281400331,2827,2841.1061959519334,415.2397185996688,False,False
341,2413.2666886562283,2837,2848.003314563615,423.7333113437717,False,False
342,2415.702496207143,2842,2852.488341468014,426.2975037928568,False,False
343,2423.149375468605,2849,2872.259929649851,425.85062453139517,False,False
344,2442.539884724085,2853,2877.1544041615057,410.4601152759151,False,False
345,2446.7027821004103,2873,2893.96049665537,426.29721789958967,False,False
346,2454.072719642808,2878,2895.6755810395225,423.9272803571921,False,False
348,2472.767624187751,2896,2907.0615648711782,423.23237581224885,False,False
347,2470.016170565738,2894,2914.271863779581,423.98382943426213,False,False
349,2481.9875523636106,2908,2919.1497727948895,426.0124476363894,False,False
350,2482.679665149841,2915,2928.246062077263,432.3203348501588,True,False
351,2489.764232272135,2920,2934.8443255572292,430.2357677278651,True,False
352,2491.118895644674,2929,2946.26981517341,437.881104355326,False,False
353,2500.1839777227347,2935,2949.742045885042,434.81602227726535,False,False
354,2519.975835292673,2947,2961.5755138406457,427.02416470732715,False,False
355,2523.940945904759,2950,2963.8893188943384,426.0590540952412,True,False
356,2526.8098738907493,2962,2972.3180017615155,435.19012610925074,False,False
357,2535.0668705509092,2964,2975.801162328153,428.93312944909076,False,False
358,2535.9998485186306,2973,2983.8147416244274,437.00015148136936,False,False
359,2546.243109431762,2976,2991.742992563933,429.75689056823785,False,False
361,2575.3705051339566,2992,3005.6528702470273,416.6294948660434,False,False
360,2554.3257709085806,2984,3008.8748259560252,429.6742290914194,True,True
363,2594.1319388521624,3009,3022.490463047421,414.8680611478376,False,False
362,2581.611666847824,3006,3024.6449597354945,424.3883331521761,False,False
365,2615.504858004528,3025,3036.2697099705674,409.49514199547184,False,False
364,2608.178998954062,3023,3039.1255734960573,414.8210010459379,False,False
367,2626.9890164418475,3040,3055.8733929055948,413.0109835581525,False,False
366,2617.4143065837116,3037,3057.528268357669,419.58569341628845,False,False
368,2629.9724713563546,3056,3065.1228658870173,426.0275286436454,True,False
369,2631.378928378708,3058,3082.8339441409335,426.6210716212918,False,False
370,2635.615748520536,3066,3085.071423411267,430.3842514794642,False,False
371,2649.1384681139743,3083,3098.1241062081003,433.86153188602566,False,False
372,2664.9503929369876,3086,3104.898959786579,421.04960706301244,False,False
373,2667.9619260724407,3099,3120.8480997090037,431.03807392755925,False,True
374,2674.452140004511,3105,3129.3213929880576,430.54785999548903,False,False
375,2679.4564244086773,3121,3142.2247064033854,441.5435755913227,False,False
376,2680.6107132149036,3130,3142.2486998381523,449.3892867850964,False,False
378,2690.956967502265,3144,3155.6997337796943,453.0430324977351,False,False
377,2689.9239693919744,3143,3167.518898607933,453.0760306080256,False,True
379,2718.681270262563,3156,3170.342568656316,437.318729737437,True,False
381,2727.8069553384507,3171,3182.3874905499943,443.19304466154927,False,False
380,2722.919079295288,3168,3185.0079350991036,445.08092070471184,False,False
382,2746.327945807486,3183,3189.557263077067,436.6720541925142,True,False
383,2754.734546668183,3186,3200.1744304276053,431.26545333181684,False,False
384,2765.294701673249,3190,3201.0269559573007,424.70529832675084,False,False
386,2786.0769102017957,3202,3219.615255372883,415.9230897982043,False,False
385,2776.7747717244943,3201,3222.082560892239,424.22522827550574,False,False
387,2797.382138112721,3220,3233.7057844319907,422.6178618872791,True,False
388,2802.1589169941813,3223,3237.444436172463,420.84108300581875,True,False
389,2816.0812856915118,3234,3239.847352850548,417.91871430848823,True,False
391,2837.642275909268,3240,3256.5787121703625,402.35772409073206,False,False
390,2820.334705980531,3238,3267.131427155758,417.665294019469,False,True
392,2838.0716898227656,3257,3267.1377076798976,418.9283101772344,False,False
394,2863.7436133718415,3269,3283.3513106040946,405.25638662815845,False,False
393,2845.005478999985,3268,3285.146740789992,422.9945210000151,False,False
396,2873.847944716817,3286,3299.493127984426,412.152055283183,False,False
395,2871.195235438735,3284,3307.5594060958997,412.8047645612651,False,False
398,2886.406299285652,3308,3313.541721258551,421.59370071434796,True,False
397,2875.196320049709,3300,3314.978786763286,424.8036799502911,False,False
400,2889.332415287629,3315,3325.37939224729,425.6675847123711,True,False
399,2887.2571404601626,3314,3335.915945720687,426.74285953983735,False,False
401,2890.885966582601,3326,3338.4505275476017,435.1140334173988,True,False
402,2894.9910667164736,3336,3346.455723855747,441.0089332835264,True,False
403,2906.61182393211,3339,3354.160954039879,432.3881760678901,False,False
404,2909.3964208144207,3347,3367.741370662771,437.6035791855793,False,False
405,2916.0852276050887,3355,3368.3970957843253,438.9147723949113,False,False
406,2918.1465448496983,3368,3382.801214038332,449.85345515030167,False,False
408,2940.5806088744257,3383,3394.745243538857,442.4193911255743,False,False
407,2935.6844106485264,3369,3395.909308436082,433.3155893514736,True,True
410,2951.273291939176,3396,3401.1262473788993,444.72670806082397,True,False
411,2958.8027517329315,3402,3415.785264204924,443.1972482670685,False,False
409,2943.211404759837,3395,3425.902575881061,451.788595240163,False,True
412,2964.695981728471,3416,3440.935791870374,451.304018271529,False,True
413,2967.232978768349,3426,3441.5003933298904,458.76702123165114,False,False
414,2974.3410056470593,3441,3449.011142901674,466.6589943529407,True,False
